ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10081,The Principal,"Burglary. Drugs. Assault. Rape. The students at Brandel High are more than new Principal Rick Latimer bargained for. Gangs fight to control the school using knives - even guns - when they have to. When Latimer and the head of security try to clean up the school and stop the narcotics trade, they run up against a teenage mafia. A violent confrontation on the campus leads to a deadly showdown with the drug dealer's gang, and one last chance for Latimer to save his career... and his life.",Action,9/18/1987,,/6JGIPKTUkLReVQ6lVyrPKztXWPc.jpg,/kwwDruwoHwNMY6tV7KOdVGcEusT.jpg
10083,No Way Out,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",Action,8/14/1987,,/iZO4oP9vH9TyqgyVaVuI5Gf1TgM.jpg,/kImRN2YeU9Tvk7vesdZhyown18R.jpg
10084,Rollin' with the Nines,"Too Fine and his friends Finny, Pushy and Rage hope to set up a successful urban underground garage...",Action,4/21/2006,,/gllxIKssjO2c6MeKkcvrsnCcrdt.jpg,/cgF9c0xLUh9ImzWWEf5pf2hEmLx.jpg
10085,Unrest,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,Horror,11/11/2006,,,/mQhSNeAZaYpVn2CJwKSnqvM1Ek5.jpg
10086,C'est arrivé près de chez vous,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",Comedy,8/20/1992,,/eQgCRDokLbd4WkiaPUafUQrpFGB.jpg,/lrIjWsdDO03wdKHV9cSqNNkINtt.jpg
10087,Man to Man,"An epic about anthropologists who hunt and capture pygmies for study back in Europe, in an attempt to illustrate the link between man and ape.",Drama,4/13/2005,,,/2F1dBmXWTH4bIzvyquswcBlL1qy.jpg
10088,Sweet Insanity,"High school senior Stacey has a frightening nightmare that just might come true. Christina, the new girl in school...",Horror,1/16/2006,,,/v0TbQGLwGTnrE1BPHN5eyOUQKGA.jpg
10089,Evil Bong,"A group of stoners inhale more than they bargained for when they smoke from an evil bong in this campy comedy. The guys buy a vintage bong named EeBee from an ad in High Times magazine, but they have no idea the possessed pipe will gradually suck them into a horrifying surreal world. As they fight for their lives, EeBee's former owner (none other than Tommy Chong) -- the only one who understands the power of the bong -- tries to rescue them.",Comedy,10/31/2006,Evil Bong Collection,/yj2lEczli06033bdR9HnmaP2Ikt.jpg,/2VUo0w9Ln7c3DY3hAohhZSe9Sqh.jpg
10090,Reno 911!: Miami,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,Action,2/23/2007,,/tNCBhUrlskXHvp7JozWUmVKeuP0.jpg,/l9v3nqTU4Gj2zuASGDLJX4YD8ma.jpg
10091,The Most Unromantic Man in the World,"In the year 2000AD, a world-wide search was conducted to find The Most Unromantic Man in the World....",Comedy,4/24/2006,,,/43jZ393T2b1T1yevesjTZXNqavO.jpg
10092,Cry Wolf,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.",Horror,9/16/2005,,/j54AMTBNjpYESymzcrfLxHmLSbt.jpg,/mA3uMQXIWzmzlRVjGSRedMRJsTE.jpg
10093,The Return,"Joanna Mills has a successful career but feels her personal life is spinning out of control. She has few friends, an estranged father, and a crazy ex-boyfriend who is stalking her. Joanna begins having terrifying visions of a woman's murder, and it seems that she is the killer's next target. Determined to solve the mystery and escape her apparent fate, Joanna follows her visions to the victim's hometown and finds that some secrets just do not stay buried.",Drama,11/10/2006,,/yz0puYEAPgfBus2GtKU3LJpkSge.jpg,/ywBeNqMJKBowfwrv274blsVXCB5.jpg
10094,Gone,A contemporary psychological thriller in which a young British couple travelling through the Australian outback become involved with a mysterious and charismatic American whose motive for imposing his friendship upon them becomes increasingly suspect and sinister.,Drama,10/26/2006,,,/cZIK83cqW29qwDGUkCA96vOSLVo.jpg
10095,Evil's City,"Reporters uncover the dark secret behind Acheron, a shadowy town whose inhabitants have mysteriously died.",Action,1/1/2005,,,/AfJkRN1qDZ0q5cBj2A9ylwXxF5I.jpg
10096,13 Going on 30,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",Comedy,4/13/2004,,/1sJoLA3bjKvblPh7GR9URBWZsDO.jpg,/iNZdSIfhSCMtRILDNyhLn8UKeSG.jpg
10097,The Tiger's Tail,"After a chance encounter, a Dubliner (Gleeson) is stalked by a murderous facsimile of himself.",Drama,9/26/2006,,,/tjmEMHtngREqVm2NOzIrE4Lx52L.jpg
10098,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,Comedy,1/21/1921,,/qxUd8WgfkKIoxlmKFWTjddAOJDz.jpg,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg
10100,Hai-Alarm auf Mallorca,"A prehistoric shark (named in the books ""megalodon"") lurks Mallorca, killing a couple of individuals. A professional diver begins the hunt.",Horror,10/17/2004,,,/abhZdKvx2PMkNtFII9zXngMVNCS.jpg
10102,La Grande Bouffe,Four friends gather at a villa with the intention of eating themselves to death.,Drama,5/16/1973,,/jM6KRCEIIY1pGUIGemnp1rNY6ko.jpg,/s4BiUbNOFuno9pO7CCO83LquxJO.jpg
10103,내 여자친구를 소개합니다,"When police officer Kyungjin met with Myungwoo accidentally in a crime, she found that this responsible teacher was a really nice guy. At that night, Kyungjin got into a fight with a bunch of high school kids and got trouble in a big gun fight between rival drug dealers. Myungwoo tried to help her but then something happened that forces them stayed together all day long. They got closer to each other and Myungwoo was not able to repulse the strange but pure nature. He fell in love with her. One day, when Kyungjin was chasing a notorious criminal, Myungwoo helped her again, however, not knowing that what would happen that day changed their relationship forever...",Comedy,6/3/2004,,/xBC4oo8zlgVVBOPoVPV8L8UZDoQ.jpg,/uaGheQB2GZDtdcJCZ5yUn4BuYcE.jpg
10104,Dorm Daze 2,"The gang from Dorm Daze is back, but this time they're on a cruise ship on a tropical voyage through the high seas. The cruise makes an educational stop at the island of San Paradiso, where the students are supposed to explore an important archaeological site. Things go from normal to crazy as their visit coincides with every other college's spring break. The moment the boat docks, classes are over! For these Billingsley students, their Semester at Sea will be an adventure no one will ever forget.",Comedy,12/14/2006,Dorm Daze Collection,/igVGnlYpHXg9Z0UZDuCegOpSVKn.jpg,/6H4osjA6mFDBPMRKHkuoDrF4sXm.jpg
10105,Saints and Soldiers,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,War,9/11/2003,Saints and Soldiers Collection,/nTyyyUg8p5EWfze3haCzL6aKWfj.jpg,/efhqxap8fLi4v1GEXVvakey0z3S.jpg
10107,Firehouse Dog,"Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",Action,4/4/2007,,/mjBanm608WUvCzBdLQTILmV1wHK.jpg,/q6wm2pmx8WiYrNa1vbCaabCUDcD.jpg
10108,D.C. Sniper: 23 Days of Fear,"Based on the known events that shook the United States for 23 days in 2002. Within 24 hours six people were killed by a sniper in Maryland County. A man and his son get overlooked in all settings where shootings occur. The police, in cooperation with the FBI follows the wrong track of a white van, while the murderers act with impunity and panic seizes the population",Drama,10/17/2003,,/gHmpSJzSc7agekPXnGSKCLAzxrh.jpg,/zTBnHa2niawN5cZPSOPyXFBjFFb.jpg
10109,小白龍情海翻波,"In this swordfighting comedy, a young noblewoman falls in love with a prince of the Imperial House. By accident, she acquires the martial arts skills of the White Dragon. New in her power, she learns that there are definite advantages in performing ""good deeds"" as the Little White Dragon.",Action,10/28/2004,,/20QCw0GJrC2qXE8fDfg0ljReAqH.jpg,/16bsaWvD5dZuMojc0RDYUoAummL.jpg
10110,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",Drama,12/9/1987,,/l1HWd2rQ0XDNP9FUT4ZQJIQdEgp.jpg,/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg
10111,Confetti,A mockumentary that follows three couples as they battle it out to win the coveted title of 'Most Original Wedding of the Year'.,Comedy,5/5/2006,,/wIzdeptg5ZARpgCsj2Hvw94pYuu.jpg,/5lEkehJivH5anJXY8oP1RImBfnQ.jpg
10112,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",Animation,12/23/1970,,/rnMwOM8gMqo6Gf6XXMpaJEayUwk.jpg,/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg
10113,Fear of Clowns,"An artist with coulrophobia (""fear of clowns"") is stalked by a murderous clown resembling one of the ones she paints.",Horror,1/1/2004,Fear of Clowns Collection,,/lMpe6w71ZECe40HGulJRkYOcYJJ.jpg
10114,Ring Around the Rosie,"While spending time at her grandparent's secluded summerhouse to clean up the place after her grandmother's death, a young woman is plagued by horrible visions and dreams of tragic past events.",Horror,3/21/2006,,/9D39opB360rgY6fkVmO6f2Od6pr.jpg,/vmhwrJu6kTNrEXZM6qzztN6ikeF.jpg
10115,Stick It,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",Comedy,4/21/2006,,/alNlFz8PD58NmYZTX5wuZslgnws.jpg,/hsuZkmv2w5gSuNjDYgXCuwNa2cd.jpg
10116,Shinobi,"Even though Gennosuke and Oboro are from rival ninja villages, they are secretly in love. At an annual conference with the Lord, it is dictated that a competition--a fight to the death--will take place between the five best shinobi from each village. Gennosuke and Oboro's love is made even more impossible when they each got picked as the leader of the five to represent their respective villages.",Action,9/17/2005,,/ZiRKSsZ6h1jmqxyzwGVPGzm04t.jpg,/bMOX0TERbblQxukU5fveGXKKMBP.jpg
10117,Action Jackson,Vengeance drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,Action,2/12/1988,Action Jackson,/9BrAptGRPR81MOjZeRBiyiUz8mW.jpg,/ooRTSbr0MBkQ5LcyGo4FtEtyfaB.jpg
10118,Material Girls,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",Comedy,8/18/2006,,/53dMoCCdlUnU1ldPDpLr5fheZbG.jpg,/tJaTKE5kP0BQCR2hkltnr8aEpnu.jpg
10119,Ikke naken,"Selma's mother died giving birth to her, and Selma's step aunt is living proof that men only cause trouble. So the 11 year old girl makes a deal with her best friends that they will stay away from boys and dedicate their lives to science. And by the way, Selma was probably born on another planet and not meant to fall in love with anyone. But what happens when her friends break the pact, and she actually meets a boy who's not like the rest?",Comedy,8/27/2004,,/bmxOcx24IwK40qPm17SHPmQVOjC.jpg,/jHZsYWWQaCFniSLQCSXwNAwBc8n.jpg
10120,Blonde and Blonder,"Comic mayhem ensues when two lovely blondes, Dee and Dawn, are mistaken as international mob killers.",Action,1/18/2008,,/5Eu8YflOSGy2Dhd7iNn9MX67OLy.jpg,/fhcVBVdYVh4h2ELf86MnLAK2L9z.jpg
10121,Warriors of Terra,"A headstrong animal-rights activist group plans a raid on a bio-tech company to stop the cruelty. They discover the true nature of the experiments that are really taking place. As they break into a biotech lab only to have their idealism crushed by the terrifying things they find inside. But when a genetically mutated human with a taste for human flesh gets released, they all struggle to survive!",Horror,1/1/2006,,/aI5Xx9IyAHu4PMwO2V0kTD47mbx.jpg,/co9FJnIvJhqt9ixChZbTDOM9GtB.jpg
10122,Flight of the Navigator,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",Family,7/30/1986,,/dfQuNWc7xC2L5YpAxN7s42pKzLU.jpg,/dS4jmRcEAmeBjEf5cZAuDtTLOPo.jpg
10123,Französisch für Anfänger,"The story of Henrik, who takes part in a student exchange program with France. The only reason for this journey is to conquer the heart of his dream girl. Wild Partys, exciting trips, a crazy host family and of course his trouble with the French language turn the - at first unmeant - holidays into a memorable summer.",Comedy,6/8/2006,,/mN20B2XB74tqagGziUlRZ5WVfyw.jpg,/5E2bKqUsUL2S7RucQgfTrAaIbNX.jpg
10124,Heartstopper,Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.,Horror,10/31/2006,,/1wOyx3m5dag3cY20A3xHfjIdLXk.jpg,/9Nh5ymPj0x3d5dXvDhsNo9v0tVv.jpg
10125,Fine mrtve djevojke,"Iva and Marija, a young lesbian couple, rent an apartment in Zagreb, in a building that seems to provide a quiet and safe environment for their love, but over time the atmosphere in the building becomes more and more threatening. The elder landlady Olga dominates the building. Other tenants include her calm husband, her grown-up son Daniel who has a crush on Iva, the prostitute Lidija, an abused housewife, a widower keeping the corpse of his newly deceased wife, a gynecologist performing abortions in one flat of the house, and an ex-soldier who regularly plays martial music at night. After Olga finds out that Iva and Marija are lesbians, the situation escalates .",Thriller,7/24/2002,,/pjbuo7x4uu15kFLFSLw45y5c2fZ.jpg,/5897WssvDwtpu3pEolua4K2DCC3.jpg
